ts_name,compression,tol_used,error,SAX_2,oneD_SAX_2,ABBA_2,SAX_DTW,oneD_SAX_DTW,ABBA_DTW,SAX_2_diff,oneD_SAX_2_diff,ABBA_2_diff,SAX_DTW_diff,oneD_SAX_DTW_diff,ABBA_DTW_diff
StarLightCurves_TEST.tsv_0,0.02734375,0.05,0,13.396876935338177,20.248306599746126,13.66695047805475,12.129132035575156,16.479649909715267,4.556561722913936,3.442161025892154,2.8205042210462494,0.44819782187980656,3.3992900759622655,2.7459319348142346,0.20725616372323818
StarLightCurves_TRAIN.tsv_0,0.0244140625,0.05,0,5.883368209590257,9.258244739834387,6.344389037011303,5.385252295309182,7.460228420707757,1.9734429121204802,1.9335197342675217,1.6724235420740914,0.22271758332120786,1.9085646749980216,1.6408282435174362,0.15079980495152556
Earthquakes_TEST.tsv_0,0.17578125,0.05,0,18.796481553812622,19.718821635458017,33.79160524808818,18.146654268817073,19.32971111593753,15.5212940606868,29.21483060304622,28.84137400710114,42.973774175270165,25.930365098960884,26.889368289305416,3.5628714795077037
Earthquakes_TRAIN.tsv_5,0.154296875,0.05,0,19.377175565198772,19.815583071875857,32.5565369960537,19.201749421605047,19.440724093368786,10.133550853716361,28.945625744796665,28.920872009978577,45.08796654999975,26.498331487842773,27.083526485871346,2.8047604834249302
SemgHandMovementCh2_TRAIN.tsv_134,0.17533333333333334,0.5,0,33.541141777820314,35.37577763871377,120.78038575374912,33.084403804970236,34.35298293645389,32.97080817092408,39.5559446340567,39.34053112535639,53.34310647733511,37.52059446278252,37.41103277713944,19.42741794071088
SemgHandMovementCh2_TEST.tsv_379,0.15466666666666667,0.35000000000000003,0,33.516651322741865,35.28842245929565,95.81760217433295,33.12965576289757,34.30592826156139,65.79807714222379,30.804127429448897,30.819201310353556,42.34947837933792,28.64867031770888,29.234971334078217,12.93599940494658
InlineSkate_TRAIN.tsv_0,0.015940488841657812,0.05,0,7.44231030114885,15.615767275078658,7.2765714462716025,7.147369776825373,7.7132449349335435,1.35082060696469,2.4009180362960483,2.034859854095826,1.00181148011639,2.2224047461101026,1.8929377645835064,0.9940914974177537
InlineSkate_TEST.tsv_0,0.011158342189160468,0.05,0,15.18806897829029,21.863427863802386,11.659888770840666,14.87273319292396,14.286025333868636,6.743916968040342,3.1759873738420463,1.910637855490137,0.5371219141440795,3.0689747923907285,1.8141770865206317,0.5251657018226517
WormsTwoClass_TRAIN.tsv_0,0.15444444444444444,0.05,0,7.374616984477659,14.041566621289858,22.579276308480704,7.072440612731267,11.587147658552574,12.104489942065202,4.088085644295296,4.460339879104641,1.5930782329886217,3.455068175119923,3.725683770930606,1.066640924185384
WormsTwoClass_TEST.tsv_0,0.15222222222222223,0.05,0,7.180125067033449,12.174855540853695,19.82971581851715,6.913479513641103,9.957661179548078,10.9217726299121,3.7738547500545305,4.330457668261022,1.5891821655922187,3.31190765540967,3.665513828588142,0.9699696958012316
OliveOil_TRAIN.tsv_0,0.09298245614035087,0.05,0,8.863826195973072,12.562193709639729,21.199757927289323,8.479906666410207,11.053787199219093,2.1618777030700853,3.8882184836302627,3.412475886522976,2.6173310356265542,3.280228826973865,2.9965177779325103,1.1664929295480073
OliveOil_TEST.tsv_0,0.09649122807017543,0.05,0,8.93270536410485,12.637682125747718,20.880336837407476,8.509665822454897,11.146080329263677,4.9126999211714,3.89215935618363,3.4510008250999835,2.7021028770286013,3.2813777646529974,3.025646475849292,1.255674170558416
Meat_TEST.tsv_0,0.06919642857142858,0.05,0,7.4088764109463305,10.912885767822633,5.063656692597543,7.321381043285461,9.063873716653571,1.078664522646737,2.226052513154125,1.4780702935350387,0.7130433201363328,1.940936478812296,1.1617127777707215,0.44171352513289797
Meat_TRAIN.tsv_0,0.06696428571428571,0.05,0,7.451142475475998,10.726348595654384,5.47313925796912,7.256745038580489,8.85667597029768,1.304112899437456,2.382653476919327,1.490734850778306,0.7904343969793312,2.081573630081677,1.1682696478491477,0.44657862611315413
FiftyWords_TRAIN.tsv_0,0.0962962962962963,0.05,0,7.521200400673211,11.267478038967157,3.5906381871346627,7.47454323832824,10.051286623625485,1.3548578627295924,2.4944930190740395,2.296032773569991,0.6045002641768683,2.3611685968076035,2.079967287985712,0.3308910553899443
FiftyWords_TEST.tsv_0,0.05555555555555555,0.05,0,4.614034446606595,8.63444581521852,3.8762475057500367,4.293086692440158,6.291065846146547,1.6563135049192623,2.2962904149673236,2.4266184395740074,0.2177524257192485,2.25526685828002,2.3444745964020366,0.19909027207366292
MixedShapesSmallTrain_TRAIN.tsv_0,0.109375,0.05,0,9.604034298004223,17.208137400905915,12.819542723720744,9.537076026564042,14.47134694508588,5.428745778935361,2.2715454193769333,3.6159394374744895,1.0287109384355118,2.040075056536536,3.304637888080426,0.7549588574393022
